sentimen	Tweet
0	ku tak marah kau kacau tidurku tiap pagi genggamanmu kecil hanya muat satu jari tapi didalam kampung hatiku kau gergasi 
0	rangorang ni pasti mikir kalo crazyrichsurabayan tampilannya perlente pake barang mewah dari atas ampe bawah tapi bias 
0	giveaway pulsa 20k untuk 1 orang pemenang caranya retweet dan follow akun aku aja ya pemenang aku umumin tangga 
1	saat ditanya aku hanya diam dan mengangguk kutahu bahwa dia orang yang baik
1	aku pake himalaya neem mask juga gini kok bagus emg matull banget
0	aku bukan gadis yg berniqab tapi alhamdulillah aku sudah berhenti berselfie dan share gmbar 
-1	kepada perempuan yang tak tau leher tu juga aurat tak kisah lah kau pakai turban ke serban ke lantak kau parents kau t 
0	kuat sangat hantu kat rumah aku ni 
-1	lah aku tuh susaaah orang dikit dikit kepikiran makanya anaknya gampang pusing dan stress sendiri 
0	terus aku nanti duduk diatas situ gitu 
0	kalo nilai ulangan kamu jelek jangan lagi panggil aku ayah oke yah keesokan harinya gimana hasil ulangannya 
-1	hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu 
1	selalu buat macam ni setiap kali nampak peti ais kat dapur haha
0	apa daya aku ini yg fanatiknya sama mi gaga rasa black paper 
0	membe aku baru lepas guna pickup line masa nak bayar makan tadi awak orang mana malaysia yela duduk manaini je 
0	syukurlah kamu tahu tahu hubungannya dgn permesta jg ya 
-1	dulu waktu kecil gue mikirnya gapapa sekarang jelek item dekil buluk nanti gedenya cakep sampe sekarang sudah 13928174 
0	aku malah nangkepnya kreatif lucuk sih daripada dia naro link mv di tweet berita yg ga ada hubungan sama se 
1	idola aku banget itu mba 
-1	tu ah pelik aku sunyi sepi damak haritu 
-1	kenapa ya mimpi itu langsung lupa padahal semalem aku mimpi dapetin kamu tapi sekarang lupa caranya recehkantwiter
-1	mau nangis banget aku pas ngerujuk pasien pake ambulance ni mas gojeknya bantuin bukain jalan padahal beliau bukan k 
0	maryan sejak zaman evdo rev b kamu masih balita sampe zaman now 5g depan mata dirumah sy speed 
0	tls followan ama aku yukk rep rt kita temenan
0	otobiografiebuah banatu bangunan itu seperti rumah tradisional dayak akan tetapi ada bedanya kalau rumah da 
1	sesungguhnya penguasaan diri adalah penanda dari kedewasaan seseorangelamat buat kamu yang memang benar benar sudah b 
0	orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang kenak culik betul betul oleh abu sayap 
0	bodo betul aku terhibur bodo ada member ceni 
0	aku penasaran bagaimana akhir kisah kita 
0	aku tambahin lagi deh biar jadi dua
0	tweet bangang mcm ni masih berkeliaran di socmed mari kawan2 kita tengok gender mana yg trash huhu 
0	macam cekgu
0	suk mben kesepakatan nde e kerjo karo gawe kopi dewe aku nganggur karo nukokke maeman ning 
0	tengok anak buah aku gais 
-1	aku pun tak faham dengan diri aku 
1	hahahaha pastu buat2 terkejut eh dah sampai aku tumbokk muka kau kang 
-1	boleh plk dio gi langgar lampu merah kt simpang nk belok kanan aku sempat nepik lagi time kereta merc dari kiri nk 
1	karena presentasi hari ini lancar aku mau bikin ga album only wanna ver one ver aja no need to follow tapi 
-1	aku malas nak ikut perkembangan latest iphone xs tu hahahahah sebab tak check pun kalau korang boleh tolong bagitahu kat 
-1	kenapa aku jenis reply chat orang cepat nak mampus sedangkan orang tu lepas sejam baru dia reply and aku boleh terima de 
-1	misalnya ada suatu kondisi dmn aku bnran lg galauin km trus km ngetweet galau seolah2 itu buat aku padahal buat org lain itu babi namanya 
1	shopee kamu apaa mau dong
0	mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab 
0	aku juga mau puk pukin yuqi 
0	periksa ke dokter kalo didiemin doang bisa kena penyakit lambung dan mesti di rujuk kerumah sakit kaya aku waktu itu
1	laksanakan segala apa yang diwajibkan allah niscaya kamu menjadi orang yang paling bertakwa hr ath thabrani 
0	naik lift dgn member nak jumpa prof tingkat 5 aku keluar tingkat 4 member keluar tingkat 6 hahahahah bongok apa memasing 
0	dulu paling lama pun x betegur dgn bff sendiri ada la dkt 3bulan kot rasanya
-1	udah kyk gini aja msh di bilang males temen temen aku baju sm celana dalam nya aja juga masih di cuciin emak nya 
0	dear cowok salat jumat nggak bikin kamu ganteng tapi bikin kamu jadi calon imam yang baik ingatalat jumat itu 
-1	mbaknya takut kamu marahin makanya bilang enggak kalo mau coba tanya sekali lagi tapi pas kondisin 
0	3 julukan mahasiswa yang wajib kamu tau gt nyawwwenyawwwa artikelnyawww infonyawww
0	help butuh donasi buat kucing jadi ini kucing suka ada disekitaran rumah aku dulu sering bgt kerumah dan tidur di ku 
-1	crush kalau nak tegur ye tegur kalau suka cakap suka daripada kau dok tengok je story aku tak pernah missebb 
1	aku cinta segala promo grabfood karena bisa makan burger mcd seharga ayam geprek 
0	nanti cd aku keliatan kalo kamu morotin 
0	tlg please bg perempuan tu baca malu wei lagi malu bila dia beria cerita kat kwan dia n aku skli dengar aku n 
1	aku mungkin luaran nampak happy go lucky sentiasa tersenyum dgn orang sekeliling friendly gelak ketawa sampai berdekah a 
0	org bilang time2 mngandung ni jaga mulut aku inilah peluang aku mau menyumpah time2 mngandung ni lah mujarab doa
0	ada yang cakep aslinya daripada fotonya cakep fotonya daripada aslinya aku jelek keduanya 
1	aku cinta w1 
-1	aku menyerah bapa
0	pah butang baju melayu aku mana pah 
0	7 and aku tingkat 4 tapi wehhhh bila bunyi tu boleh rasa dia punya gegar dia jalan kuat2 and boleh 
0	bila dekat universiti aku selalu dengar orang label student macam ni deme pandai hadap buku je tapi soal hidup deme 
0	hmmm cari topik yang paling terbaru dan ada gap di antara penelitian sebelum2nya jadi kamu bisa isi g 
-1	apa yang kau nak sebelum meninggal aku nak sebelum aku mati allah ampunkan semua dosa aku dan matikan aku dalam kead 
0	nak try jugak laaa tapi tulah aku jela yg selalu ckp takecare hm 
1	done watching dilan 1990 2018 dari start movie sampai habis aku senyum sorang nasib baik tengok sengsorang kalau ram 
-1	kamu salah wiwin manusia itu buat teman hidup bukan utk berharap berharap itu sm tuhan alloh 
-1	nggak pengen suudzon dulu kupernah gini yg ilang charm gitu kejadiannya sama persis aku pamerin 
0	kerjaan apa kamoo hmb
0	urutannya sesuai sticker yah btw itu aku double essence dan laneige dipake 4x dalam seminggu aja selang se 
-1	kenapala aku taktegur kau tadi hm padahal niat aku nak tegur kau nak jadi kawan macam sebelum sebelum nierious aku t 
-1	walaupun diri ini dah hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya 
-1	kenapa aku nangis baca komik ni 
1	aku mau 
0	kalau awek kamu bising nothing is wrong once awek kamu dah senyap everything is wrong perhaps dia dah ada someone yg 
0	tapi ada sih di beberapa gramed yang jilid sebelum 18 masih dijual di sana walau sebenernya itu cuma bua 
-1	semua masa lalu biarlah berlalu tapi rasa syg aku ke kamu gak bakal bisa berlalu gitu aja aku syg kamu ' 
0	kamu punya berapa banyak topi cuma 2 
-1	aku why kena taboks juga a jadi teman papa lum intel 
-1	aku mau ngutuk rizkiko boleh ga 
-1	bukan coba kamu lawan sakitnya bukan coba kamu tentang sakitnya bukan coba kamu lupain sakitnya tapi coba terbiasa dengan 
0	wwwwwww serius ada juga nih temen kuliahku dari pontianak di sini dibeliin rumah sama mobil aku yg anak asli kota 
0	bodola emma tak jadi aku nak murung harini 
0	lagi siap2 mau jumatan ini sejadah sama sarungnya baru aku siapin 
-1	gimana cara biar aku tau perasaanmu yg sebenarnyaa 
1	doa untuk ibu dan bapa ya allah ampunila 
-1	jika engkau tdk mentakdirkan dia untuk ku aku sangat berterimakasih engkau sempat mempertemukanku kembali dgn cipt 
0	aku mau bagi 1 e money ini buat bucin dreamies karena apa karena berkat nct dream hr ini aku dpt rejeki lebih tak terduga h 
0	nany tanya dia kau suka aku ke then dia cakap suka je lah tapi belum jatuh hati lagi hhahah bongok nany anggap dia kawan je
0	wkwk ngapa jadi nanya ke aku setau aku bisa kalo akunmu ga private nit kalo tetep gabisa mungkin belom di update i 
0	aku ingatkan gagal tadbir negara dengan elok je dia salahkan bn nak bertanding kepentingan parti sendiri pon salahkan bn 
0	yang punya anak bisa diajak ke event ini 
0	terkadang kalo kita lihat orang yang sudah menjalin hubungan sudah lama pas mendengar dia mau nikah ya biasa saja karna ud 
-1	kadang meskipun kamu yakin telah melupakannya sebuah lagu mampu membawa semua kenangan indah bersamanya kembali ke pikiranmu kmutiara
0	hai adik2 ikutan lomba poster yukudah dua kali anak indonesia jadi juara duniaiapa tau kamu juaranya untuk tahun in 
-1	masuk tandas pun bayar okay mana ada free nak main bagi bagi 
0	klu km asli aku layanin pkkny teganv serbaaa
0	akhir akhir ini aku sering bermimpi bahkan ketika aku sedang tidak tidur 
1	tampil sndiri atasi diri hadapi audiens lakuin perlihatkan ssuatu 'skill mu sampai tuntas buat smua kagum p 
-1	aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang 
0	aku still the same perut aku pon still same 
0	ay wag po aku 
1	ciri lelaki idaman aku um kena sama macam ayah aku 
-1	sumpah annoying weh tu masalah kau jgn expect aku selesaikan 
0	eh sikda hahaha aku polah scaling jak 
0	terus kamu dimana sekarang mer ama siapa 
-1	aku ni malas nak layan orang kang tak layan kang kesian dh layan kang fake hope haiyo apa nak buat ni 
1	sikaaat ajaaaa sissst sikat bajunya celananya biar bersih wkwk canda ding kalo bisa ga usah sikat sii 
0	nctea kobisa ya mereka ga ngedip gitu kalo aku udah kedip2 itu hasilnya merem smua 
1	shuhuaama sih tapi aku suka banget sama makanan jepang 
-1	aku traumatised tengok fjdjksj kenapa punn dub japanese 
-1	untuk kawan kawan aku yang hisap rokok tu aku sayang korang kalau boleh berhenti ye guys mungkin bukan sekarang kena 
0	if si keli tu boleh jadi femes apantah lagi aku kan kahkahkah 
0	ngantuk aku tidur dulu jangan khawatir besok aku masih mencintaimu seperti biasanya besok aku masih ngirim pesan seperti 
1	aku pun nak cari rezeki halal bisnes online dgn cara betul takkan aku nak menipu orang pulak kan
0	mending sama gua aja gerobaknya gua bayarin buat resepsi di pernikahan kita nanti uwuwuwuwuw 
0	hi followback ya aku yg di group 
1	cepet sembuh sayaang semoga kamu selalu diberikan kekuatan dan allah angkat sakit kamu segera yaaemangat a 
1	selamat bertambah umur kamuu semoga kamu sehat selalu dan dipanjangkan umurmuemoga kamu selalu di 
-1	bangsad ditampar gue
1	wei aku kt kedai mamak ni tiba2 keluar nudes kt tl aduh hahahaha
-1	malu betul aku ada junior macam asheeq ali ni yihhhhhhh 
0	aku tengok member yang keluar pergi sana sini tak habis2 duit diorang guna ilmu apa aku makan terlebih 10 ringgit sikit 
0	tengah2 malam lapar ulang alik gi peti sejuk 4 5kali buka jenguk tutup buka jenguk tutup terfikir gak kalau peti 
0	terus kemarin pak juno tiba tiba random ngomong kalau kita masih sesuai plan awal kita lagi ribet nyiapin kawinan nih 
0	antra bebanyak pondan kt malaysia ni aku rasa viviana ni y bila bercakap ada content ive never thought y komuniti ki 
0	biasalah tu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk 
0	hampir semua aku punya wkwkwk 
0	mamat ni cool cinta dlm hati dia tu seputih kain yg belom dicemari walaupun kena mcm tu dia still rasa yg awek dia 
0	hush floi udah ada yang punya kamu sama harry aja sana
1	walaupun maut memisahkan kita aku akan selalu mencintaimu menyayangimu setulus hatiku fellychibi 
-1	kadang kamu harus berhenti peduli pada seseorang bukan karena membencinya tapi karena dia tak pernah menyadari pedulimu katabijak
0	huh bukan dua ke tu pasal aku benci mathematics 
0	surprise giveaway karena aku gabut dan ingin nambah teman aku mau bagiin pulsa dengan nominal 10rb operator apa aja buat 1 
0	aku fast lena do bukan fast learner
-1	bengis nya perempuan tu tengok aku haha xhabis2 dendam nya kali dengan aku ni semenjak asasi lagi 
1	hari ini aku akan berusaha untuk bersinar dengan awan berjalan beriringan dan tetap memuja kebebasan hanyutku
1	rindu kau tapi takpa la aku doa dari jauh jeemoga tuhan beri perlindungan pada kau 
0	aku fikir acne scar rupanya tai lalat sendiri em 
-1	sorry la aku mmg turn off betul kalau perempuan pegi clubbing niebab aku sendiri tak pergi kau bayangkan sempit sem 
1	mantap nih kata kata pak jokowi aku dan para avengers lain siap untuk mencegah thanos menghapus setengah dari populasi j 
-1	bodo betul aku terhibur bodo ada member ceni 
1	anak jiran aku umur 3 tahun bagitau 'bf ko gay kak sbb tu dia dah taknak pegang tetek ko laangsung' hahahahahaah 
1	muhammad q muhammad q dengarkanlah seruanku aku rindu ak rindu padamu muhammad q
-1	sakit hati bile dengar kisah orang kalau kene sendiri entoh le memang aku ngamuk 
0	faded away kepala bapak dia la dah ada jantan lain tu taknak ngaku hanjeng
-1	aku hanya ingin melindungi mereka walau harus menjalani penderitaan seperti apapun nagato chapter 373 quoteui
-1	orangnya ganteng wangi murah senyum asik lemah lembut tapi ngetik aku masih aq bhay mz 
0	dah lah asyik aku je kena cari kau asyik aku je nak kena terhegeh hegeh asyik aku je nak beria lebih pergi mampus 
-1	bukankah pantas jika aku merasa berbeda 
1	jangan lupa sholat jumat ya sayang aku jelek ya sayang ' bukan biar ganteng ih itu kan wajib oh kirain makasi 
0	nak dekat 4 tahun but this is my first time dia bagi surat yg sangat panjang sbb selama ni dia selalu tak reti nak 
0	sorry ah zri aku tanya kau week 7 kita buat apa je
-1	jika aku memanggilmu jangan tanya kenapa aku memanggilmu itu karena aku rindu tanyalah hatimu rindukah kamu denganku aseq 
1	seseorang yang bisa membuat aku sering merasa khawatir berarti dialah orang yang sangat aku sayang 
1	hihihihi look at the face lepaskan aku taknak kau bau ikan bagi aku mandikan dulu namau nameow catsoftwit 
0	loh gatau aku ga lagi lagi deh 
0	kalau da ex buat hal ex eh tolong ah haha takyah sebok2 jaga tepi kain aku time tgt taknak pulak jaga betul2 skrg nak s 
1	ini yg namanya indonesia ini yg namanya toleransi ini yg namanya bhineka tunggal ika peti jenasah pendeta oma palese man 
1	aku mauuuu
-1	aku dan kisah miskinku 
-1	aku nak tengok sampai bila nak berlakon bodoh tu 
-1	amit amit ya allah 
1	omg kamu harus melihat ini bigolive gt pada kemana aja 
1	ngikik baca ginian siang hari
1	wahai manusia yang aku suka terima kasih sebab support aku serta ada ketika aku gembira dan duka kau memang anugerah 
0	yuk merapat ke workshop bag amphoes premium kamu bs dpt ilmu bs buka usaha laundryepatu tas mahal brand tersedia j 
-1	mu gemes banget adminnya aku ga jadi marah 
0	ni nak femes je sebenarnya 
0	oiya aku kan anak baik jadi aku kasih tiga
0	back then in school cikgu semua macam eh jangan bercinta sekarang nanti kat uni lagi handsome handsome kamu jumpa now i 
-1	11 pernah hehehehe 12 pernah sekali dan aku menyesal 
1	lipstik yg creamy kaya purbasari gt bibir aku kering kalo pake itu enak ga keliatan kering
1	gemes kan aku oenyoe getoh cmiew jfclosedday
-1	kita kamu aja please gausah ajak ajak aku 
0	nek aku konco sak sekolah sihiswa lain masuk bk karena bandel lha ini karena bawa bmw sport sing anyaran 
1	gua dinyanyiin raisa lagunya mantan terindah ya allah aku terharu 
1	kenangan yg paling indah itu ialah ketika pertama kali kau cumbui aku sayang 
-1	dom malang nih kamu 
0	bayangkan kamu lagi telfonan sama hanbin ternyata udah tengah malem dan kamu ngantuk terus hanbin nyanyiin lagu sampe kam 
0	aku udah dari beberapa bulan yang lalu main ca xd jadi kalau bosan ke rp aku lari kesana tapi beberapa 
-1	kecewa jugak bila kita ingat dia dah tidur sebab tak reply whatsapp tiba tiba tengok dekat ig boleh pulak reply dm orang 
-1	kamu serupa kegagalan mematahkan tapi ingin terus kuperjuangkan 
-1	sorry wehebabusahkan kau aku tak suka bila kawan aku cakap macam ni kau kawan aku jadi tolong kau tu dah macam tan 
0	hmm aku tengah lapar ni nep
0	tubuhmu disembunyikan embun pada jendela itu aku menyebutnya kabut yang tidak meneteskan gerimis tehpotji
0	ab erina followan kuyy baru buat acc nehh dn ku ada tulisan follback woy kalian rt aja ntar aku follow ntar jangan lup 
0	bgthu jelah dh tersuka someone yg lain
-1	aku kalau dah sakit hati dengan orang muka orang tu pun aku malas tengok 
-1	askmf aku mau kasih kado earphone ke gebetanku tpi gagal jd pacar terus kutilisin dengerin apa yg kamu mau denger jang 
